"IdConexao","NomeCliente","Site","UrlSite","WebServicePagamentoBPag","DominioPagamentoBPag"
144,"naosao-win-car36","134.32.204",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
145,"naosao-win-car37","134.32.205",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
146,"naosao-win-car38","134.32.206",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
147,"naosao-win-car39","134.32.207",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
148,"naosao-win-car40","134.32.208",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
149,"naosao-win-car41","134.32.209",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
150,"naosao-win-car42","134.32.210",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
151,"naosao-win-car43","134.32.211",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
152,"naosao-win-car44","134.32.212",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
153,"naosao-win-car45","134.32.213",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
154,"naosao-win-car46","134.32.214",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
155,"naosao-win-car47","134.32.215",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
156,"naosao-win-car48","134.32.216",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
157,"naosao-win-car49","134.32.217",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
158,"naosao-win-car50","134.32.218",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
159,"naosao-win-car51","134.32.219",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
160,"NAPSAO-W-CAR52","134.32.220",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
161,"NAPSAO-W-CAR53","134.32.221",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
162,"NAPSAO-W-CAR54","134.32.222",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
163,"NAPSAO-W-CAR55","134.32.223",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
164,"NAPSAO-W-CAR56","134.32.224",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
165,"NAPSAO-W-CAR57","134.32.225",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
166,"NAPSAO-W-CAR58","134.32.226",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
167,"NAPSAO-W-CAR59","134.32.227",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
168,"NAPSAO-W-CAR60","134.32.228",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
169,"NAPSAO-W-CAR61","134.32.229",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
170,"NAPSAO-W-CAR62","134.32.230",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
171,"NAPSAO-W-CAR63","134.32.231",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
172,"NAPSAO-W-CAR64","134.32.232",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
173,"NAPSAO-W-CAR65","134.32.233",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
174,"NAPSAO-W-CAR66","134.32.234",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
175,"NAPSAO-W-CAR67","134.32.235",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
176,"NAPSAO-W-CAR68","134.32.236",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
177,"NAPSAO-W-CAR69","134.32.237",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
178,"NAPSAO-W-CAR70","134.32.238",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
179,"NAPSAO-W-CAR71","134.32.239",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
180,"NAPSAO-W-CAR72","134.32.240",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
181,"NAPSAO-W-CAR73","134.32.241",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
182,"NAPSAO-W-CAR74","134.32.242",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
183,"NAPSAO-W-CAR75","134.32.243",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
184,"NAPSAO-W-CAR76","134.32.244",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
185,"NAPSAO-W-CAR77","134.32.245",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
186,"NAPSAO-W-CAR78","134.32.246",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
187,"NAPSAO-W-CAR79","134.32.247",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
192,"NAPSAO-W-CAR85","134.35.35",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
193,"NAPSAO-W-CAR86","134.35.36",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
194,"NAPSAO-W-CAR87","134.35.37",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
195,"NAPSAO-W-CAR88","134.35.38",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
197,"NAPSAO-W-CAR89","134.35.39",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
198,"NAPSAO-W-CAR90","134.35.40",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
199,"NAPSAO-W-CAR91","134.35.41",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
200,"NAPSAO-W-CAR84","134.32.252",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
203,"NAPSAO-W-CAR80","134.32.248",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
204,"NAPSAO-W-CAR81","134.32.249",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
205,"NAPSAO-W-CAR82","134.32.250",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
206,"NAPSAO-W-CAR83","134.32.251",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
207,"WalMartAdminTM","134.16.251","http://www.atendimento.wmxp.com.br/","http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
208,"WalMartAdminTM2","134.16.253","http://www.atendimento.wmxp.com.br/","http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
209,"napsao-w-car100","134.32.225",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
210,"napsao-w-car101","134.32.226",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
211,"napsao-w-car102","134.32.227",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
212,"napsao-w-car103","134.32.228",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
213,"napsao-w-car104","134.32.229",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
214,"napsao-w-car105","134.32.230",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
215,"napsao-w-car106","134.32.231",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
216,"napsao-w-car107","134.32.232",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
217,"napsao-w-car108","134.32.233",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
218,"napsao-w-car109","134.32.234",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
219,"admin.walmart.com.br","admin.walmart.com.br",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
220,"integracaomktp","vmcommerce.intra",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
221,"Itau - Segmento - Varejo","itau.walmartb2b.com.br","http://www.itau.walmartb2b.com.br","http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
222,"Itau - Segmento - Personnalite","itaupersonnalite.walmartb2b.com.br","http://www.itaupersonnalite.walmartb2b.com.br","http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
223,"Itau - Segmento - Black","itaublack.walmartb2b.com.br","http://www.itaublack.walmartb2b.com.br","http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
224,"Itau - Admin (Garantec)","168.164.91","http://192.168.164.91","http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
225,"Itau - Tracking","134.63.11","http://10.134.63.11","http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
226,"WalMartAdmin247","134.50.146","http://www.atendimento.wmxp.com.br/","http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
227,"WalMartAdmin247","134.50.147","http://www.atendimento.wmxp.com.br/","http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
228,"WalMartAdmin247","134.50.148","http://www.atendimento.wmxp.com.br/","http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
229,"WalMartAdmin247","134.50.149","http://www.atendimento.wmxp.com.br/","http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
230,"WalMartAdminTM2","134.51.7","http://www.walmart.com.br","http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
231,"napsao-w-car110","134.48.16",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
232,"10.134.48.17","134.48.17",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
233,"10.134.48.18","134.48.18",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
234,"10.134.48.19","134.48.19",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
235,"10.134.48.20","134.48.20",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
236,"10.134.48.21","134.48.21",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
237,"10.134.48.22","134.48.22",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
238,"10.134.48.23","134.48.23",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
239,"10.134.48.24","134.48.24",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
240,"10.134.48.25","134.48.25",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
241,"10.134.48.26","134.48.26",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
242,"10.134.48.27","134.48.27",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
243,"10.134.48.28","134.48.28",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
244,"10.134.48.29","134.48.29",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
245,"10.134.48.30","134.48.30",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
246,"10.134.48.31","134.48.31",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
247,"10.134.48.32","134.48.32",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
248,"10.134.48.33","134.48.33",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
249,"10.134.48.34","134.48.34",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
250,"10.134.48.35","134.48.35",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
251,"10.134.48.36","134.48.36",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
252,"10.134.48.37","134.48.37",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
253,"10.134.48.38","134.48.38",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
254,"10.134.48.39","134.48.39",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
255,"10.134.48.40","134.48.40",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
256,"10.134.48.41","134.48.41",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
257,"10.134.48.42","134.48.42",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
258,"10.134.48.43","134.48.43",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
259,"10.134.48.44","134.48.44",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
260,"10.134.48.45","134.48.45",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
261,"10.134.48.46","134.48.46",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
262,"10.134.48.47","134.48.47",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
263,"10.134.48.48","134.48.48",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
264,"10.134.48.49","134.48.49",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
265,"10.134.48.50","134.48.50",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
266,"10.134.48.51","134.48.51",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
267,"10.134.48.52","134.48.52",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
268,"10.134.48.53","134.48.53",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
269,"10.134.48.54","134.48.54",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
270,"10.134.48.55","134.48.55",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
271,"10.134.48.56","134.48.56",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
272,"10.134.48.57","134.48.57",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
273,"10.134.48.58","134.48.58",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
274,"10.134.48.59","134.48.59",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
275,"10.134.48.60","134.48.60",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
276,"10.134.48.61","134.48.61",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
277,"10.134.56.6","134.56.6",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
278,"10.134.56.7","134.56.7",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
279,"10.134.56.8","134.56.8",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
280,"10.134.56.9","134.56.9",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
281,"10.134.56.10","134.56.10",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
282,"10.134.56.11","134.56.11",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
283,"10.134.56.12","134.56.12",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
284,"10.134.56.13","134.56.13",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
285,"10.134.56.14","134.56.14",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
286,"10.134.56.14","134.56.14",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
287,"10.134.56.15","134.56.15",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
288,"10.134.56.16","134.56.16",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
289,"10.134.56.17","134.56.17",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
290,"10.134.56.18","134.56.18",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
291,"10.134.56.19","134.56.19",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
